Company Name,Exchange:Ticker,Industry Group,Country,Broad Group,Sub Group
"Champion Industries, Inc. (OTCPK:CHMP)",OTCPK:CHMP,Publishing & Newspapers,United States,United States,United States
"Champion Investments, Inc. (OTCPK:CHAM)",OTCPK:CHAM,Investments & Asset Management,United States,United States,United States
Champion Pain Care Corporation (OTCPK:CPAI),OTCPK:CPAI,Healthcare Support Services,United States,United States,United States
"Champions Oncology, Inc. (NasdaqCM:CSBR)",NasdaqCM:CSBR,Heathcare Information and Technology,United States,United States,United States
"Chancellor Group, Inc. (OTCPK:CHAG)",OTCPK:CHAG,Oil/Gas (Production and Exploration),United States,United States,United States
Change Healthcare Inc. (NasdaqGS:CHNG),NasdaqGS:CHNG,Heathcare Information and Technology,United States,United States,United States
"Changing Technologies, Inc. (OTCPK:CHGT)",OTCPK:CHGT,Computer Services,United States,United States,United States
ChannelAdvisor Corporation (NYSE:ECOM),NYSE:ECOM,Software (System & Application),United States,United States,United States
"Chanticleer Holdings, Inc. (NasdaqCM:BURG)",NasdaqCM:BURG,Restaurant/Dining,United States,United States,United States
"Chaparral Energy, Inc. (NYSE:CHAP)",NYSE:CHAP,Oil/Gas (Production and Exploration),United States,United States,United States
"Charah Solutions, Inc. (NYSE:CHRA)",NYSE:CHRA,Environmental & Waste Services,United States,United States,United States
"Charles & Colvard, Ltd. (NasdaqCM:CTHR)",NasdaqCM:CTHR,Apparel,United States,United States,United States
"Charles River Laboratories International, Inc. (NYSE:CRL)",NYSE:CRL,Heathcare Information and Technology,United States,United States,United States
"Charlie's Holdings, Inc. (OTCPK:CHUC)",OTCPK:CHUC,Retail (Distributors),United States,United States,United States
"Charlotte's Web Holdings, Inc. (TSX:CWEB)",TSX:CWEB,Drugs (Pharmaceutical),United States,United States,United States
"Chart Industries, Inc. (NasdaqGS:GTLS)",NasdaqGS:GTLS,Machinery,United States,United States,United States
"Charter Communications, Inc. (NasdaqGS:CHTR)",NasdaqGS:CHTR,Cable TV,United States,United States,United States
Chase Corporation (AMEX:CCF),AMEX:CCF,Chemical (Specialty),United States,United States,United States
Chase Packaging Corporation (OTCPK:CPKA),OTCPK:CPKA,Packaging & Container,United States,United States,United States
ChaSerg Technology Acquisition Corp. (NasdaqCM:CTAC),NasdaqCM:CTAC,Investments & Asset Management,United States,United States,United States
Chatham Lodging Trust (NYSE:CLDT),NYSE:CLDT,R.E.I.T.,United States,United States,United States
"Checkpoint Therapeutics, Inc. (NasdaqCM:CKPT)",NasdaqCM:CKPT,Drugs (Biotechnology),United States,United States,United States
"Chegg, Inc. (NYSE:CHGG)",NYSE:CHGG,Education,United States,United States,United States
"Chembio Diagnostics, Inc. (NasdaqCM:CEMI)",NasdaqCM:CEMI,Healthcare Products,United States,United States,United States
Chemed Corporation (NYSE:CHE),NYSE:CHE,Healthcare Support Services,United States,United States,United States
"ChemoCentryx, Inc. (NasdaqGS:CCXI)",NasdaqGS:CCXI,Drugs (Biotechnology),United States,United States,United States
Chemung Financial Corporation (NasdaqGS:CHMG),NasdaqGS:CHMG,Banks (Regional),United States,United States,United States
"Cheniere Energy, Inc. (AMEX:LNG)",AMEX:LNG,Oil/Gas Distribution,United States,United States,United States
Cherry Hill Mortgage Investment Corporation (NYSE:CHMI),NYSE:CHMI,R.E.I.T.,United States,United States,United States
Cherubim Interests Inc. (OTCPK:CHIT),OTCPK:CHIT,Real Estate (Development),United States,United States,United States
Chesapeake Energy Corporation (NYSE:CHK),NYSE:CHK,Oil/Gas (Production and Exploration),United States,United States,United States
"Chesapeake Financial Shares, Inc. (OTCPK:CPKF)",OTCPK:CPKF,Banks (Regional),United States,United States,United States
Chesapeake Granite Wash Trust (NYSE:CHKR),NYSE:CHKR,Oil/Gas (Production and Exploration),United States,United States,United States
Chesapeake Utilities Corporation (NYSE:CPK),NYSE:CPK,Power,United States,United States,United States
Chester Mining Company (OTCPK:CHMN),OTCPK:CHMN,Precious Metals,United States,United States,United States
Chevron Corporation (NYSE:CVX),NYSE:CVX,Oil/Gas (Integrated),United States,United States,United States
"Chewy, Inc. (NYSE:CHWY)",NYSE:CHWY,Retail (Online),United States,United States,United States
"CHF Solutions, Inc. (NasdaqCM:CHFS)",NasdaqCM:CHFS,Healthcare Products,United States,United States,United States
"Chiasma, Inc. (NasdaqGS:CHMA)",NasdaqGS:CHMA,Drugs (Pharmaceutical),United States,United States,United States
Chicago Rivet & Machine Co. (AMEX:CVR),AMEX:CVR,Machinery,United States,United States,United States
"Chicken Soup for the Soul Entertainment, Inc. (NasdaqGM:CSSE)",NasdaqGM:CSSE,Entertainment,United States,United States,United States
"Chico's FAS, Inc. (NYSE:CHS)",NYSE:CHS,Retail (Special Lines),United States,United States,United States
"Chilco River Holdings, Inc. (OTCPK:CRVH)",OTCPK:CRVH,Hotel/Gaming,United States,United States,United States
"Chill N Out Cryotherapy, Inc. (OTCPK:CHNO)",OTCPK:CHNO,Metals & Mining,United States,United States,United States
Chimera Investment Corporation (NYSE:CIM),NYSE:CIM,R.E.I.T.,United States,United States,United States
"Chimerix, Inc. (NasdaqGM:CMRX)",NasdaqGM:CMRX,Drugs (Biotechnology),United States,United States,United States
"China Carbon Graphite Group, Inc. (OTCPK:CHGI)",OTCPK:CHGI,Electrical Equipment,United States,United States,United States
"China Finance, Inc. (OTCPK:CHFI)",OTCPK:CHFI,Brokerage & Investment Banking,United States,United States,United States
China Food and Beverage Company (OTCPK:CHIF),OTCPK:CHIF,Investments & Asset Management,United States,United States,United States
China Health Management Corp. (OTCPK:CNHC),OTCPK:CNHC,Hospitals/Healthcare Facilities,United States,United States,United States
China Industrial Steel Inc. (OTCPK:CDNN),OTCPK:CDNN,Steel,United States,United States,United States
"Chineseinvestors.com, Inc. (OTCPK:CIIX)",OTCPK:CIIX,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
Chino Commercial Bancorp (OTCPK:CCBC),OTCPK:CCBC,Banks (Regional),United States,United States,United States
"Chipotle Mexican Grill, Inc. (NYSE:CMG)",NYSE:CMG,Restaurant/Dining,United States,United States,United States
"Choice Hotels International, Inc. (NYSE:CHH)",NYSE:CHH,Hotel/Gaming,United States,United States,United States
"ChoiceOne Financial Services, Inc. (OTCPK:COFS)",OTCPK:COFS,Banks (Regional),United States,United States,United States
Christopher & Banks Corporation (OTCPK:CBKC),OTCPK:CBKC,Retail (Special Lines),United States,United States,United States
ChromaDex Corporation (NasdaqCM:CDXC),NasdaqCM:CDXC,Heathcare Information and Technology,United States,United States,United States
"Church & Dwight Co., Inc. (NYSE:CHD)",NYSE:CHD,Household Products,United States,United States,United States
Churchill Capital Corp II (NYSE:CCX),NYSE:CCX,Investments & Asset Management,United States,United States,United States
Churchill Downs Incorporated (NasdaqGS:CHDN),NasdaqGS:CHDN,Hotel/Gaming,United States,United States,United States
"Chuy's Holdings, Inc. (NasdaqGS:CHUY)",NasdaqGS:CHUY,Restaurant/Dining,United States,United States,United States
"CIB Marine Bancshares, Inc. (OTCPK:CIBH)",OTCPK:CIBH,Bank (Money Center),United States,United States,United States
"CIBL, Inc. (OTCPK:CIBY)",OTCPK:CIBY,Telecom. Services,United States,United States,United States
Cicero Inc. (OTCPK:CICN),OTCPK:CICN,Software (System & Application),United States,United States,United States
"Cidara Therapeutics, Inc. (NasdaqGM:CDTX)",NasdaqGM:CDTX,Drugs (Biotechnology),United States,United States,United States
Ciena Corporation (NYSE:CIEN),NYSE:CIEN,Telecom. Equipment,United States,United States,United States
Cigna Corporation (NYSE:CI),NYSE:CI,Healthcare Support Services,United States,United States,United States
CIM Commercial Trust Corporation (NasdaqGM:CMCT),NasdaqGM:CMCT,R.E.I.T.,United States,United States,United States
Cimarex Energy Co. (NYSE:XEC),NYSE:XEC,Oil/Gas (Production and Exploration),United States,United States,United States
"Cimetrix, Inc. (OTCPK:CMXX)",OTCPK:CMXX,Software (System & Application),United States,United States,United States
Cincinnati Bancorp (OTCPK:CNNB),OTCPK:CNNB,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
Cincinnati Bell Inc. (NYSE:CBB),NYSE:CBB,Telecom. Services,United States,United States,United States
Cincinnati Financial Corporation (NasdaqGS:CINF),NasdaqGS:CINF,Insurance (Prop/Cas.),United States,United States,United States
Cinedigm Corp. (NasdaqGM:CIDM),NasdaqGM:CIDM,Entertainment,United States,United States,United States
"Cinemark Holdings, Inc. (NYSE:CNK)",NYSE:CNK,Entertainment,United States,United States,United States
Cintas Corporation (NasdaqGS:CTAS),NasdaqGS:CTAS,Business & Consumer Services,United States,United States,United States
Cipherloc Corporation (OTCPK:CLOK),OTCPK:CLOK,Software (System & Application),United States,United States,United States
Circle Entertainment Inc. (OTCPK:CEXE),OTCPK:CEXE,Recreation,United States,United States,United States
"CIRCOR International, Inc. (NYSE:CIR)",NYSE:CIR,Machinery,United States,United States,United States
"Circuit Research Labs, Inc. (OTCPK:CRLI)",OTCPK:CRLI,Electronics (General),United States,United States,United States
"Cirrus Logic, Inc. (NasdaqGS:CRUS)",NasdaqGS:CRUS,Semiconductor,United States,United States,United States
CirTran Corporation (OTCPK:CIRX),OTCPK:CIRX,Beverage (Soft),United States,United States,United States
"Cisco Systems, Inc. (NasdaqGS:CSCO)",NasdaqGS:CSCO,Telecom. Equipment,United States,United States,United States
Cision Ltd. (NYSE:CISN),NYSE:CISN,Software (System & Application),United States,United States,United States
"Cistera Networks, Inc. (OTCPK:CNWT)",OTCPK:CNWT,Software (System & Application),United States,United States,United States
CIT Group Inc. (NYSE:CIT),NYSE:CIT,Banks (Regional),United States,United States,United States
"Citadel Exploration, Inc. (OTCPK:COIL)",OTCPK:COIL,Oil/Gas (Production and Exploration),United States,United States,United States
CITBA Financial Corporation (OTCPK:CBAF),OTCPK:CBAF,Banks (Regional),United States,United States,United States
"Citi Trends, Inc. (NasdaqGS:CTRN)",NasdaqGS:CTRN,Retail (Special Lines),United States,United States,United States
Citigroup Inc. (NYSE:C),NYSE:C,Bank (Money Center),United States,United States,United States
"Citius Pharmaceuticals, Inc. (NasdaqCM:CTXR)",NasdaqCM:CTXR,Drugs (Pharmaceutical),United States,United States,United States
Citizens & Northern Corporation (NasdaqCM:CZNC),NasdaqCM:CZNC,Banks (Regional),United States,United States,United States
"Citizens Bancorp (Nevada City, CA) (OTCPK:CZNB)",OTCPK:CZNB,Banks (Regional),United States,United States,United States
Citizens Bancorp (OTCPK:CZBC),OTCPK:CZBC,Banks (Regional),United States,United States,United States
"Citizens Bancorp of Virginia, Inc. (OTCPK:CZBT)",OTCPK:CZBT,Banks (Regional),United States,United States,United States
Citizens Bancshares Corporation (OTCPK:CZBS),OTCPK:CZBS,Banks (Regional),United States,United States,United States
"Citizens Commerce Bancshares, Inc. (OTCPK:CCVS)",OTCPK:CCVS,Banks (Regional),United States,United States,United States
"Citizens Community Bancorp, Inc. (NasdaqGM:CZWI)",NasdaqGM:CZWI,Banks (Regional),United States,United States,United States
"Citizens Community Bancorp, Inc. (NasdaqGM:CZWI)",NasdaqGM:CZWI,Banks (Regional),United States,United States,United States
Citizens Financial Corp. (OTCPK:CIWV),OTCPK:CIWV,Banks (Regional),United States,United States,United States
"Citizens Financial Group, Inc. (NYSE:CFG)",NYSE:CFG,Banks (Regional),United States,United States,United States
"Citizens Financial Services, Inc. (OTCPK:CZFS)",OTCPK:CZFS,Banks (Regional),United States,United States,United States
Citizens Holding Company (NasdaqGM:CIZN),NasdaqGM:CIZN,Banks (Regional),United States,United States,United States
Citizens National Corporation (OTCPK:CZNL),OTCPK:CZNL,Banks (Regional),United States,United States,United States
"Citizens, Inc. (NYSE:CIA)",NYSE:CIA,Insurance (Life),United States,United States,United States
"Citrix Systems, Inc. (NasdaqGS:CTXS)",NasdaqGS:CTXS,Software (System & Application),United States,United States,United States
City Bank (OTCPK:CTBK),OTCPK:CTBK,Banks (Regional),United States,United States,United States
City Holding Company (NasdaqGS:CHCO),NasdaqGS:CHCO,Banks (Regional),United States,United States,United States
Civeo Corporation (NYSE:CVEO),NYSE:CVEO,Business & Consumer Services,United States,United States,United States
"Civista Bancshares, Inc. (NasdaqCM:CIVB)",NasdaqCM:CIVB,Banks (Regional),United States,United States,United States
"CKX Lands, Inc. (AMEX:CKX)",AMEX:CKX,Real Estate (Operations & Services),United States,United States,United States
"Clancy Systems International, Inc. (OTCPK:CLSI)",OTCPK:CLSI,Electronics (General),United States,United States,United States
Clarent Corporation (OTCPK:CLRN),OTCPK:CLRN,Software (System & Application),United States,United States,United States
Clarion County Community Bank (OTCPK:CCYY),OTCPK:CCYY,Banks (Regional),United States,United States,United States
Clarus Corporation (NasdaqGS:CLAR),NasdaqGS:CLAR,Recreation,United States,United States,United States
"Clean Coal Technologies, Inc. (OTCPK:CCTC)",OTCPK:CCTC,Environmental & Waste Services,United States,United States,United States
Clean Energy Fuels Corp. (NasdaqGS:CLNE),NasdaqGS:CLNE,Oilfield Svcs/Equip.,United States,United States,United States
"Clean Energy Pathways, Inc. (OTCPK:CPWY)",OTCPK:CPWY,Oilfield Svcs/Equip.,United States,United States,United States
"Clean Energy Technologies, Inc. (OTCPK:CETY)",OTCPK:CETY,Electrical Equipment,United States,United States,United States
"Clean Harbors, Inc. (NYSE:CLH)",NYSE:CLH,Environmental & Waste Services,United States,United States,United States
"CleanSpark, Inc. (OTCPK:CLSK.D)",OTCPK:CLSK.D,Environmental & Waste Services,United States,United States,United States
"Cleantech Biofuels, Inc. (OTCPK:CLTH)",OTCPK:CLTH,Oilfield Svcs/Equip.,United States,United States,United States
"Clear Channel Outdoor Holdings, Inc. (NYSE:CCO)",NYSE:CCO,Advertising,United States,United States,United States
"Clear Peak Energy, Inc. (OTCPK:CLPE)",OTCPK:CLPE,Chemical (Basic),United States,United States,United States
"Clearfield, Inc. (NasdaqGM:CLFD)",NasdaqGM:CLFD,Telecom. Equipment,United States,United States,United States
"ClearOne, Inc. (NasdaqCM:CLRO)",NasdaqCM:CLRO,Telecom. Equipment,United States,United States,United States
"Clearside Biomedical, Inc. (NasdaqGM:CLSD)",NasdaqGM:CLSD,Drugs (Pharmaceutical),United States,United States,United States
ClearSign Technologies Corporation (NasdaqCM:CLIR),NasdaqCM:CLIR,Electronics (General),United States,United States,United States
"ClearStar, Inc. (AIM:CLSU)",AIM:CLSU,Business & Consumer Services,United States,United States,United States
"Cleartronic, Inc. (OTCPK:CLRI)",OTCPK:CLRI,Telecom. Equipment,United States,United States,United States
Clearwater Paper Corporation (NYSE:CLW),NYSE:CLW,Paper/Forest Products,United States,United States,United States
"Clearway Energy, Inc. (NYSE:CWEN.A)",NYSE:CWEN.A,Power,United States,United States,United States
Clenergen Corp. (OTCPK:CRGE),OTCPK:CRGE,Green & Renewable Energy,United States,United States,United States
"Cleveland BioLabs, Inc. (NasdaqCM:CBLI)",NasdaqCM:CBLI,Drugs (Biotechnology),United States,United States,United States
Cleveland-Cliffs Inc. (NYSE:CLF),NYSE:CLF,Steel,United States,United States,United States
"CLIC Technology, Inc. (OTCPK:CLCI)",OTCPK:CLCI,Information Services,United States,United States,United States
